dataset,policy,step,chosen_action,oracle_action,reward,oracle_reward,regret,cumulative_reward,cumulative_oracle_reward,cumulative_regret,moving_average_reward,oracle_match_rate,action_entropy
nfcorpus,Full-information direct method,22,dense_keep,bm25_keep,0.0,0.0,0.0,7.851972634940211,9.407707081372331,1.5557344464321208,0.34139011456261786,0.08695652173913043,1.9336649380006277
nfcorpus,Full-information direct method,23,bm25_keep,dense_keep,0.575,0.625,0.050000000000000044,8.42697263494021,10.032707081372331,1.6057344464321208,0.35112385978917543,0.08333333333333333,1.9677648376739312
nfcorpus,Full-information direct method,24,dense_keep,bm25_keep,0.0,0.0,0.0,8.42697263494021,10.032707081372331,1.6057344464321208,0.3370789053976084,0.08,1.9574058114255182
nfcorpus,Full-information direct method,25,bm25_keep,bm25_keep,1.25,1.25,0.0,9.67697263494021,11.282707081372331,1.6057344464321208,0.37219125519000806,0.11538461538461539,1.9784820284039009
nfcorpus,Full-information direct method,26,dense_keep,dense_keep,0.5476190476190477,0.5476190476190477,0.0,10.224591682559257,11.830326128991379,1.6057344464321208,0.37868858083552803,0.14814814814814814,1.9659902819357726
nfcorpus,Full-information direct method,27,dense_keep,bm25_keep,0.59375,0.625,0.03125,10.818341682559257,12.455326128991379,1.6369844464321208,0.38636934580568777,0.14285714285714285,1.9505627476990113
nfcorpus,Full-information direct method,28,bm25_keyword,bm25_keep,0.5784313725490196,0.5784313725490196,0.0,11.396773055108277,13.033757501540398,1.6369844464321208,0.39299217431407857,0.13793103448275862,1.9497500838297317
nfcorpus,Full-information direct method,29,bm25_keyword,bm25_keep,0.5816326530612245,0.5816326530612245,0.0,11.9784057081695,13.615390154601622,1.6369844464321208,0.39928019027231676,0.13333333333333333,1.944623214254579
nfcorpus,Full-information direct method,30,dense_keep,dense_keep,0.238095238095238,0.238095238095238,0.0,12.216500946264738,13.853485392696859,1.6369844464321208,0.39408067568595934,0.16129032258064516,1.9315353975883323
nfcorpus,Full-information direct method,31,dense_keep,bm25_keep,0.0,0.0,0.0,12.216500946264738,13.853485392696859,1.6369844464321208,0.3817656545707731,0.15625,1.916615921862549
nfcorpus,Full-information direct method,32,bm25_keyword,bm25_keep,0.0,0.0,0.0,12.216500946264738,13.853485392696859,1.6369844464321208,0.37019699837165876,0.15151515151515152,1.912326045531446
nfcorpus,Full-information direct method,33,bm25_keyword,dense_keep,0.5491803278688525,0.5655737704918032,0.016393442622950727,12.76568127413359,14.419059163188662,1.6533778890550717,0.3754612139451057,0.14705882352941177,1.9053242150024603
nfcorpus,Full-information direct method,34,bm25_keep,bm25_keep,0.524390243902439,0.524390243902439,0.0,13.29007151803603,14.943449407091101,1.6533778890550717,0.37971632908674374,0.17142857142857143,1.9266302220215943
nfcorpus,Full-information direct method,35,dense_keep,bm25_keep,0.1776315789473684,0.1776315789473684,0.0,13.467703096983398,15.12108098603847,1.6533778890550717,0.3741028638050945,0.16666666666666666,1.9149523861784694
nfcorpus,Full-information direct method,36,dense_keep,dense_keep,0.5909090909090909,0.5909090909090909,0.0,14.05861218789249,15.711990076947561,1.6533778890550717,0.37996249156466194,0.1891891891891892,1.9019866974540687
nfcorpus,Full-information direct method,37,bm25_keyword,bm25_keep,0.0,0.0,0.0,14.05861218789249,15.711990076947561,1.6533778890550717,0.3699634786287498,0.18421052631578946,1.89682043644058
nfcorpus,Full-information direct method,38,dense_keep,dense_keep,0.5784313725490196,0.5784313725490196,0.0,14.637043560441509,16.29042144949658,1.6533778890550717,0.37530880924209004,0.20512820512820512,1.8843135277997989
nfcorpus,Full-information direct method,39,dense_keep,bm25_keep,0.5681818181818181,0.6136363636363636,0.045454545454545525,15.205225378623327,16.904057813132944,1.698832434509617,0.3801306344655832,0.2,1.8709505944546685
nfcorpus,Full-information direct method,40,bm25_keyword,bm25_keep,0.0,0.0,0.0,15.205225378623327,16.904057813132944,1.698832434509617,0.37085915557617877,0.1951219512195122,1.866691849874472
nfcorpus,Full-information direct method,41,dense_keep,dense_keep,0.5379746835443038,0.5379746835443038,0.0,15.743200062167631,17.442032496677246,1.698832434509617,0.37483809671827695,0.21428571428571427,1.853933264546764
nfcorpus,Full-information direct method,42,dense_keep,dense_keep,0.564516129032258,0.564516129032258,0.0,16.307716191199887,18.006548625709506,1.698832434509617,0.3792492137488347,0.23255813953488372,1.8405922809707098
nfcorpus,Full-information direct method,43,dense_keep,bm25_keep,0.6025641025641025,0.6282051282051282,0.02564102564102566,16.91028029376399,18.634753753914634,1.7244734601506426,0.38432455213099986,0.22727272727272727,1.8267977754573836
nfcorpus,Full-information direct method,44,dense_keep,dense_keep,0.5091743119266054,0.5091743119266054,0.0,17.419454605690596,19.14392806584124,1.7244734601506426,0.3870989912375689,0.24444444444444444,1.8126569131688899
nfcorpus,Full-information direct method,45,dense_keep,bm25_keyword,0.1994535519125683,0.2663934426229508,0.06693989071038248,17.618908157603165,19.410321508464193,1.791413350861025,0.38301974255659055,0.2391304347826087,1.7982590816474033
nfcorpus,Full-information direct method,46,dense_keep,bm25_keep,0.0,0.0,0.0,17.618908157603165,19.410321508464193,1.791413350861025,0.3748703863319822,0.23404255319148937,1.7836790228583053
nfcorpus,Full-information direct method,47,bm25_keep,bm25_keep,1.1,1.1,0.0,18.718908157603167,20.510321508464195,1.791413350861025,0.3899772532833993,0.25,1.8063276797923042
nfcorpus,Full-information direct method,48,bm25_keep,bm25_keep,1.0,1.0,0.0,19.718908157603167,21.510321508464195,1.791413350861025,0.4024266970939422,0.2653061224489796,1.8244448043155823
nfcorpus,Full-information direct method,49,dense_keep,bm25_keep,0.0,0.0,0.0,19.718908157603167,21.510321508464195,1.791413350861025,0.3943781631520633,0.26,1.810707863185276
nfcorpus,Full-information direct method,50,dense_keep,bm25_keep,0.0,0.0,0.0,19.718908157603167,21.510321508464195,1.791413350861025,0.38352709932227613,0.2549019607843137,1.7968451192760275
nfcorpus,Full-information direct method,51,bm25_keep,bm25_keep,1.5,1.5,0.0,21.218908157603167,23.010321508464195,1.791413350861025,0.4135270993222761,0.2692307692307692,1.8122874802478288
nfcorpus,Full-information direct method,52,bm25_keep,bm25_keep,0.5833333333333334,0.5833333333333334,0.0,21.8022414909365,23.593654841797527,1.791413350861025,0.41408265487783164,0.2830188679245283,1.8246398450095667
nfcorpus,Full-information direct method,53,dense_keep,bm25_keep,0.0,0.0,0.0,21.8022414909365,23.593654841797527,1.791413350861025,0.41408265487783164,0.2777777777777778,1.8117175571004525
nfcorpus,Full-information direct method,54,dense_keep,bm25_keep,0.0,0.0,0.0,21.8022414909365,23.593654841797527,1.791413350861025,0.408556339088358,0.2727272727272727,1.798701441511875
nfcorpus,Full-information direct method,55,dense_keep,dense_keep,0.5714285714285714,0.5714285714285714,0.0,22.373670062365072,24.1650834132261,1.791413350861025,0.41998491051692943,0.2857142857142857,1.7856275140674538
nfcorpus,Full-information direct method,56,dense_keep,dense_keyword,0.3712121212121212,0.6212121212121212,0.25,22.744882183577193,24.78629553443822,2.041413350861025,0.4274091529411718,0.2807017543859649,1.7725266789603964
nfcorpus,Full-information direct method,57,bm25_keep,bm25_keep,0.0,0.0,0.0,22.744882183577193,24.78629553443822,2.041413350861025,0.4166684122004311,0.29310344827586204,1.7842710474933596
nfcorpus,Full-information direct method,58,bm25_keyword,bm25_keep,0.0,0.0,0.0,22.744882183577193,24.78629553443822,2.041413350861025,0.4000017455337644,0.288135593220339,1.789890006382916
nfcorpus,Full-information direct method,59,dense_keep,dense_keep,0.5615384615384615,0.5615384615384615,0.0,23.306420645115654,25.347833995976682,2.041413350861025,0.3998371659273243,0.3,1.7777582526611309
nfcorpus,Full-information direct method,60,bm25_keep,dense_keep,0.3833333333333333,0.7,0.31666666666666665,23.689753978448987,26.04783399597668,2.3580800175276915,0.40365767874783715,0.29508196721311475,1.787889095259823
nfcorpus,Full-information direct method,61,dense_keep,dense_keep,0.5909090909090909,0.5909090909090909,0.0,24.280663069358077,26.63874308688577,2.3580800175276915,0.41547586056601893,0.3064516129032258,1.77614773312812
nfcorpus,Full-information direct method,62,bm25_keep,bm25_keep,0.0,0.0,0.0,24.280663069358077,26.63874308688577,2.3580800175276915,0.38547586056601896,0.31746031746031744,1.7848167787820888
nfcorpus,Full-information direct method,63,bm25_keyword,bm25_keep,1.1666666666666667,1.1666666666666667,0.0,25.447329736024745,27.80540975355244,2.3580800175276915,0.39595205104220943,0.3125,1.7902254977727425
nfcorpus,Full-information direct method,64,bm25_keyword,bm25_keep,0.0,0.0,0.0,25.447329736024745,27.80540975355244,2.3580800175276915,0.3899520510422094,0.3076923076923077,1.7943338252066592
nfcorpus,Full-information direct method,65,dense_keep,bm25_keep,0.0,0.0,0.0,25.447329736024745,27.80540975355244,2.3580800175276915,0.38384093993109836,0.30303030303030304,1.7838550744773283
nfcorpus,Full-information direct method,66,dense_keep,bm25_keep,0.1555555555555555,0.1805555555555555,0.024999999999999994,25.6028852915803,27.985965309107996,2.3830800175276914,0.3869520510422095,0.29850746268656714,1.773320662992681
nfcorpus,Full-information direct method,67,bm25_keep,bm25_keep,0.5833333333333333,0.5833333333333333,0.0,26.186218624913632,28.56929864244133,2.3830800175276914,0.3986187177088762,0.3088235294117647,1.7813930778219071
nfcorpus,Full-information direct method,68,dense_keep,dense_keep,0.6739130434782609,0.6739130434782609,0.0,26.860131668391894,29.24321168591959,2.3830800175276914,0.3963826928641556,0.3188405797101449,1.7711657632714681
nfcorpus,Full-information direct method,69,dense_keep,bm25_keep,0.3214285714285714,0.3214285714285714,0.0,27.181560239820467,29.564640257348163,2.3830800175276914,0.4028112642927271,0.3142857142857143,1.7609047238643245
nfcorpus,Full-information direct method,70,dense_keep,dense_keep,0.6666666666666666,0.6666666666666666,0.0,27.848226906487135,30.23130692401483,2.3830800175276914,0.4111445976260605,0.323943661971831,1.7506252954735944
nfcorpus,Full-information direct method,71,dense_keep,dense_keep,0.5833333333333333,0.5833333333333333,0.0,28.431560239820467,30.814640257348163,2.3830800175276914,0.4115917520976051,0.3333333333333333,1.7403410574831923
nfcorpus,Full-information direct method,72,bm25_keep,bm25_keep,0.6111111111111112,0.6111111111111112,0.0,29.042671350931577,31.425751368459274,2.3830800175276914,0.4238139743198273,0.3424657534246575,1.7483117644912782
nfcorpus,Full-information direct method,73,bm25_keep,bm25_keep,0.2333333333333333,0.2333333333333333,0.0,29.27600468426491,31.659084701792608,2.3830800175276914,0.416980640986494,0.35135135135135137,1.7550334324363797
nfcorpus,Full-information direct method,74,dense_keep,bm25_keep,0.0,0.0,0.0,29.27600468426491,31.659084701792608,2.3830800175276914,0.416980640986494,0.3466666666666667,1.74535803006124
nfcorpus,Full-information direct method,75,dense_keep,bm25_keep,0.0,0.0,0.0,29.27600468426491,31.659084701792608,2.3830800175276914,0.39198064098649404,0.34210526315789475,1.7356772435069647
nfcorpus,Full-information direct method,76,dense_keep,bm25_keep,0.0,0.0,0.0,29.27600468426491,31.659084701792608,2.3830800175276914,0.3810282600341131,0.33766233766233766,1.726001325890296
nfcorpus,Full-information direct method,77,dense_keep,dense_keep,0.324074074074074,0.324074074074074,0.0,29.600078758338984,31.98315877586668,2.3830800175276914,0.37563474151559456,0.34615384615384615,1.7163394137363326
nfcorpus,Full-information direct method,78,dense_keyword,bm25_keep,0.0,0.0,0.0,29.600078758338984,31.98315877586668,2.3830800175276914,0.36406611406461414,0.34177215189873417,1.7401274791910557
nfcorpus,Full-information direct method,79,dense_keep,dense_keyword,0.2333333333333333,0.3,0.06666666666666668,29.83341209167232,32.28315877586668,2.4497466841943583,0.3571001276700563,0.3375,1.7305391368405538
nfcorpus,Full-information direct method,80,bm25_keep,bm25_keep,0.7,0.7,0.0,30.533412091672318,32.983158775866684,2.4497466841943583,0.36633822290815155,0.345679012345679,1.7374057443043724
nfcorpus,Full-information direct method,81,bm25_keep,dense_keep,0.6111111111111112,0.6388888888888888,0.02777777777777768,31.14452320278343,33.62204766475557,2.477524461972136,0.37856044513037374,0.34146341463414637,1.7432865574265435
nfcorpus,Full-information direct method,82,bm25_keyword,bm25_keep,1.0,1.0,0.0,32.14452320278343,34.62204766475557,2.477524461972136,0.39856044513037375,0.3373493975903614,1.7502606967570205
nfcorpus,Full-information direct method,83,dense_keyword,bm25_keep,0.9545454545454546,0.9545454545454546,0.0,33.099068657328885,35.57659311930102,2.477524461972136,0.4066677476639059,0.3333333333333333,1.7708275356768697
nfcorpus,Full-information direct method,84,dense_keep,bm25_keep,0.0,0.0,0.0,33.099068657328885,35.57659311930102,2.477524461972136,0.396179942785857,0.32941176470588235,1.7620632880915217
nfcorpus,Full-information direct method,85,bm25_keep,bm25_keep,1.5,1.5,0.0,34.599068657328885,37.07659311930102,2.477524461972136,0.4226273112069097,0.3372093023255814,1.7672551871045186
nfcorpus,Full-information direct method,86,dense_keep,dense_keep,0.300632911392405,0.300632911392405,0.0,34.89970156872129,37.37722603069343,2.477524461972136,0.4168217876165759,0.3448275862068966,1.7587265359766122
nfcorpus,Full-information direct method,87,dense_keyword,dense_keep,0.2722222222222222,0.2722222222222222,0.0,35.17192379094352,37.649448252915654,2.477524461972136,0.4222662320610203,0.3409090909090909,1.7769747945253094
nfcorpus,Full-information direct method,88,bm25_keyword,dense_keep,0.5740740740740741,0.6481481481481481,0.07407407407407407,35.74599786501759,38.2975964010638,2.55159853604621,0.4221790860915215,0.33707865168539325,1.7832841922409957
nfcorpus,Full-information direct method,89,bm25_keyword,dense_keep,0.5344827586206896,0.603448275862069,0.06896551724137934,36.28048062363828,38.90104467692587,2.6205640532875893,0.42150510490029897,0.3333333333333333,1.7887424854849272
nfcorpus,Full-information direct method,90,dense_keyword,bm25_keep,0.0,0.0,0.0,36.28048062363828,38.90104467692587,2.6205640532875893,0.42150510490029897,0.32967032967032966,1.8048285862215525
nfcorpus,Full-information direct method,91,dense_keep,dense_keep,0.3888888888888888,0.3888888888888888,0.0,36.66936951252717,39.289933565814756,2.6205640532875893,0.4185233890071906,0.33695652173913043,1.796871546494285
nfcorpus,Full-information direct method,92,dense_keep,bm25_keep,0.0,0.0,0.0,36.66936951252717,39.289933565814756,2.6205640532875893,0.40723306642654544,0.3333333333333333,1.7889016520266847
nfcorpus,Full-information direct method,93,bm25_keep,bm25_keep,0.5833333333333334,0.5833333333333334,0.0,37.252702845860505,39.87326689914809,2.6205640532875893,0.40684845104193007,0.3404255319148936,1.7939308204341868
nfcorpus,Full-information direct method,94,bm25_keyword,dense_keep,0.0,0.6052631578947368,0.6052631578947368,37.252702845860505,40.47853005704283,3.225827211182326,0.39666496480339797,0.3368421052631579,1.799015670655122
nfcorpus,Full-information direct method,95,dense_keep,bm25_keep,0.1166666666666666,0.2666666666666666,0.15000000000000002,37.36936951252717,40.7451967237095,3.375827211182326,0.39500922709847996,0.3333333333333333,1.791418180690003
nfcorpus,Full-information direct method,96,dense_keep,bm25_keep,0.0,0.1303030303030303,0.1303030303030303,37.36936951252717,40.87549975401253,3.5061302414853563,0.39500922709847996,0.32989690721649484,1.7838089166900442
nfcorpus,Full-information direct method,97,dense_keyword,bm25_keep,0.1503164556962025,0.300632911392405,0.1503164556962025,37.51968596822337,41.176132665404936,3.656446697181559,0.376015556212404,0.32653061224489793,1.7984185417748642
nfcorpus,Full-information direct method,98,dense_keep,bm25_keep,0.0,0.0,0.0,37.51968596822337,41.176132665404936,3.656446697181559,0.356015556212404,0.32323232323232326,1.7908811490177887
nfcorpus,Full-information direct method,99,bm25_keep,bm25_keep,0.5909090909090909,0.5909090909090909,0.0,38.110595059132464,41.76704175631403,3.656446697181559,0.36783373803058583,0.33,1.795764433617455
nfcorpus,Full-information direct method,100,dense_keep,bm25_keep,0.0,0.0,0.0,38.110595059132464,41.76704175631403,3.656446697181559,0.36783373803058583,0.32673267326732675,1.7883920971799465
nfcorpus,Full-information direct method,101,bm25_keyword,bm25_keep,0.29,0.29,0.0,38.40059505913246,42.05704175631403,3.656446697181559,0.3436337380305858,0.3235294117647059,1.793485519193423
nfcorpus,Full-information direct method,102,bm25_keep,bm25_keep,0.8333333333333333,0.8333333333333333,0.0,39.2339283924658,42.890375089647364,3.656446697181559,0.3486337380305858,0.3300970873786408,1.7979501227654515
nfcorpus,Full-information direct method,103,bm25_keep,bm25_keep,0.75,0.75,0.0,39.9839283924658,43.640375089647364,3.656446697181559,0.3636337380305858,0.33653846153846156,1.8018327851187776
nfcorpus,Full-information direct method,104,dense_keep,dense_keep,0.2543290043290043,0.2543290043290043,0.0,40.2382573967948,43.894704093976365,3.656446697181559,0.3687203181171659,0.34285714285714286,1.7949393447002964
nfcorpus,Full-information direct method,105,dense_keep,bm25_keep,0.0,0.0,0.0,40.2382573967948,43.894704093976365,3.656446697181559,0.3572917466885944,0.33962264150943394,1.7880333685894085
nfcorpus,Full-information direct method,106,bm25_keep,dense_keep,0.5333333333333333,0.5666666666666667,0.033333333333333326,40.77159073012813,44.461370760643035,3.6897800305148922,0.3605341709310187,0.3364485981308411,1.7916987047075184
nfcorpus,Full-information direct method,107,dense_keep,bm25_keep,0.3333333333333333,0.3333333333333333,0.0,41.10492406346147,44.79470409397637,3.6897800305148922,0.36720083759768535,0.3333333333333333,1.7849395480522763
nfcorpus,Full-information direct method,108,dense_keep,dense_keep,0.1285714285714286,0.1285714285714286,0.0,41.233495492032894,44.9232755225478,3.6897800305148922,0.36977226616911396,0.3394495412844037,1.7781724184235177
nfcorpus,Full-information direct method,109,bm25_keep,bm25_keep,0.0,0.0,0.0,41.233495492032894,44.9232755225478,3.6897800305148922,0.3585414969383447,0.34545454545454546,1.7816451451648243
nfcorpus,Full-information direct method,110,dense_keep,dense_keep,0.7777777777777778,0.7777777777777778,0.0,42.01127326981067,45.701053300325576,3.6897800305148922,0.36643038582723364,0.35135135135135137,1.775021780363082
nfcorpus,Full-information direct method,111,bm25_keep,bm25_keep,0.0,0.0,0.0,42.01127326981067,45.701053300325576,3.6897800305148922,0.35461220400905186,0.35714285714285715,1.778178391058855
nfcorpus,Full-information direct method,112,bm25_keyword,bm25_keep,0.3611111111111111,0.3611111111111111,0.0,42.37238438092179,46.06216441143669,3.6897800305148922,0.36183442623127404,0.35398230088495575,1.7835718721184932
nfcorpus,Full-information direct method,113,dense_keep,bm25_keep,0.5740740740740741,0.5925925925925926,0.01851851851851849,42.94645845499586,46.654757004029285,3.708298549033411,0.34998257437942215,0.3508771929824561,1.7772105375809215
nfcorpus,Full-information direct method,114,dense_keep,bm25_keep,0.0,0.2121212121212121,0.2121212121212121,42.94645845499586,46.866878216150496,3.9204197611546228,0.34998257437942215,0.34782608695652173,1.7708417751015488
nfcorpus,Full-information direct method,115,dense_keep,dense_keep,0.524390243902439,0.524390243902439,0.0,43.4708486988983,47.391268460052935,3.9204197611546228,0.3604703792574709,0.35344827586206895,1.764468866730249
nfcorpus,Full-information direct method,116,dense_keep,dense_keep,0.375,0.375,0.0,43.8458486988983,47.766268460052935,3.9204197611546228,0.3648592681463598,0.358974358974359,1.7580948580099143
nfcorpus,Full-information direct method,117,dense_keep,bm25_keep,0.0,0.5666666666666667,0.5666666666666667,43.8458486988983,48.332935126719605,4.487086427821289,0.3531926014796931,0.3559322033898305,1.7517225747936391
nfcorpus,Full-information direct method,118,dense_keep,bm25_keep,0.2732558139534883,0.5232558139534884,0.2500000000000001,44.11910451285179,48.856190940673095,4.737086427821289,0.3451794568891977,0.35294117647058826,1.745354638743151
nfcorpus,Full-information direct method,119,dense_keyword,bm25_keep,0.5151515151515151,0.5202020202020202,0.005050505050505083,44.63425602800331,49.376392960875116,4.742136932871794,0.3490539157636566,0.35,1.7589579787180691
nfcorpus,Full-information direct method,120,dense_keyword,dense_keep,0.5416666666666666,0.5416666666666666,0.0,45.17592269466997,49.91805962754178,4.742136932871794,0.3465539157636565,0.34710743801652894,1.771441085588361
nfcorpus,Full-information direct method,121,dense_keep,bm25_keyword,0.33,0.6,0.26999999999999996,45.50592269466997,50.51805962754178,5.012136932871794,0.3414872490969899,0.3442622950819672,1.7651666637197778
nfcorpus,Full-information direct method,122,bm25_keyword,dense_keep,0.2023809523809523,0.238095238095238,0.0357142857142857,45.70830364705092,50.75615486563702,5.0478512185860795,0.33331264592238674,0.34146341463414637,1.7706929477120044
nfcorpus,Full-information direct method,123,dense_keep,bm25_keep,0.0,0.0,0.0,45.70830364705092,50.75615486563702,5.0478512185860795,0.3286459792557201,0.3387096774193548,1.7645249777997773
nfcorpus,Full-information direct method,124,bm25_keyword,bm25_keep,0.45,0.45,0.0,46.15830364705092,51.206154865637025,5.0478512185860795,0.33764597925572004,0.336,1.7696529225117144
nfcorpus,Full-information direct method,125,dense_keep,dense_keep,0.277027027027027,0.277027027027027,0.0,46.435330674077946,51.48318189266405,5.0478512185860795,0.34318651979626064,0.3412698412698413,1.7635903663149555
nfcorpus,Full-information direct method,126,dense_keep,hybrid_keep,0.564516129032258,0.5667741935483871,0.002258064516129088,46.9998468031102,52.04995608621244,5.050109283102208,0.35447684237690574,0.33858267716535434,1.7575331196476751
nfcorpus,Full-information direct method,127,bm25_keyword,bm25_keep,0.573170731707317,0.573170731707317,0.0,47.57301753481752,52.623126817919754,5.050109283102208,0.3594587755295706,0.3359375,1.76239411131351
nfcorpus,Full-information direct method,128,bm25_keyword,bm25_keep,0.9,0.9,0.0,48.473017534817515,53.52312681791975,5.050109283102208,0.37745877552957063,0.3333333333333333,1.7668196455071998
nfcorpus,Full-information direct method,129,dense_keep,bm25_keep,0.7916666666666666,0.8333333333333333,0.04166666666666663,49.26468420148418,54.35646015125309,5.091775949768875,0.3886254421962373,0.33076923076923076,1.7609640474436812
nfcorpus,Full-information direct method,130,dense_keep,dense_keep,1.5,1.5,0.0,50.76468420148418,55.85646015125309,5.091775949768875,0.4046254421962373,0.33587786259541985,1.7551131270578402
nfcorpus,Full-information direct method,131,dense_keep,bm25_keep,0.0,0.0,0.0,50.76468420148418,55.85646015125309,5.091775949768875,0.39240321997401506,0.3333333333333333,1.7492686842081373
nfcorpus,Full-information direct method,132,bm25_keep,dense_keep,0.0,0.7,0.7,50.76468420148418,56.55646015125309,5.791775949768875,0.3724032199740151,0.3308270676691729,1.7535750119930165
nfcorpus,Full-information direct method,133,dense_keep,bm25_keep,0.0,0.0,0.0,50.76468420148418,56.55646015125309,5.791775949768875,0.353312310883106,0.3283582089552239,1.747831095152255
nfcorpus,Full-information direct method,134,bm25_keep,bm25_keep,0.0,0.0,0.0,50.76468420148418,56.55646015125309,5.791775949768875,0.353312310883106,0.3333333333333333,1.751848485716471
nfcorpus,Full-information direct method,135,dense_keep,dense_keep,0.6612903225806451,0.6612903225806451,0.0,51.42597452406483,57.21775047383374,5.791775949768875,0.3365381173347189,0.3382352941176471,1.7462034710826249
nfcorpus,Full-information direct method,136,dense_keyword,bm25_keep,0.603448275862069,0.6379310344827587,0.034482758620689724,52.0294227999269,57.8556815083165,5.826258708389565,0.3425944246241122,0.3357664233576642,1.7578238572978884
nfcorpus,Full-information direct method,137,dense_keep,bm25_keyword,0.1684782608695652,0.2536231884057971,0.08514492753623193,52.19790106079646,58.1093046967223,5.911403635925797,0.34051954539705903,0.3333333333333333,1.7522190177619705
nfcorpus,Full-information direct method,138,dense_keep,dense_keep,0.5256410256410257,0.5256410256410257,0.0,52.72354208643749,58.63494572236333,5.911403635925797,0.33955088442839804,0.3381294964028777,1.7466217570190457
