dataset,call_penalty,policy_utility,policy_reward,policy_recall_at_5,policy_mrr,policy_ndcg_at_5,policy_rewrite_cost,policy_retrieval_calls,policy_primary_action,policy_primary_action_share,train_best_action,train_best_utility,train_best_retrieval_calls,oracle_utility,oracle_retrieval_calls
scifact,0.0,1.0882055555555556,1.0882055555555556,0.7742222222222221,0.6581666666666667,0.6841233816566449,0.015099999999999997,1.5033333333333334,hybrid_keyword,0.4033333333333333,hybrid_keyword,1.0567777777777778,2.0,1.2062444444444445,1.0066666666666666
scifact,0.01,1.0910722222222224,1.0953388888888889,0.7743333333333333,0.6676111111111112,0.6904229639307933,0.012799999999999999,1.4266666666666667,hybrid_keyword,0.3433333333333333,hybrid_keyword,1.0467777777777776,2.0,1.2061777777777778,1.0066666666666666
scifact,0.03,1.0893777777777778,1.0975777777777778,0.7751666666666667,0.6612222222222223,0.6852082200673415,0.0082,1.2733333333333334,dense_keep,0.36,dense_keep,1.0420277777777778,1.0,1.2060444444444447,1.0066666666666666
scifact,0.06,1.0812444444444445,1.0840444444444446,0.7612777777777777,0.6483333333333333,0.672264623565448,0.0014,1.0466666666666666,dense_keep,0.4766666666666667,dense_keep,1.0420277777777778,1.0,1.2058666666666666,1.0033333333333334
scifact,0.1,1.0746111111111112,1.0746111111111112,0.7546111111111111,0.64,0.6643677227440195,0.0,1.0,dense_keep,0.49666666666666665,dense_keep,1.0420277777777778,1.0,1.2057333333333333,1.0033333333333334
scifact,0.2,1.0746111111111112,1.0746111111111112,0.7546111111111111,0.64,0.6643677227440195,0.0,1.0,dense_keep,0.49666666666666665,dense_keep,1.0420277777777778,1.0,1.2054,1.0033333333333334
