dataset,n_runs,n_unique_validation_selected,validation_selected_modal_config,validation_selected_modal_count,validation_selected_modal_share,n_unique_heldout_best,heldout_best_modal_config,heldout_best_modal_count,heldout_best_modal_share,validation_matches_heldout_rate,selection_reward_gap_mean,selection_reward_gap_std,heldout_rank_mean,validation_heldout_spearman_mean,top1_overlap_mean,top2_overlap_mean,top3_overlap_mean,validation_selected_gap_vs_best_fixed_mean,validation_selected_beats_best_fixed_rate,validation_selected_call_gap_vs_best_fixed_mean,validation_selected_dominated_by_best_fixed_rate,heldout_best_gap_vs_best_fixed_mean,heldout_best_beats_best_fixed_rate,heldout_best_call_gap_vs_best_fixed_mean,heldout_best_dominated_by_best_fixed_rate,guardrail_fallback_to_best_fixed_rate,guardrail_reward_delta_vs_validation_selected_mean,guardrail_call_delta_vs_validation_selected_mean
nfcorpus_repeated_selection,2,2,depth=5/full/auto/knn_k=9,1,0.5,2,depth=5/full/auto/knn_k=9,1,0.5,0.5,0.034828804551,0.034828804551,2.5,0.30000000000000004,0.5,0.75,0.8333333333333333,-0.022328804551,0.5,0.175,0.5,0.0125,0.5,0.0,0.5,0.5,0.034828804551,-0.175
