dataset,recommended_runtime_policy,learned_policy_status,semantic_depth_strategy,semantic_feature_status,decision_confidence,evidence_summary
nfcorpus_vertex_30x30x3,train_best_fixed_retrieval_action,analysis_only_guardrailed,do_not_select_full_depth_by_validation,analysis_only,pilot_low_n,"policy: fallback_to_train_best_fixed (fallback_rate=0.667; mean_reward_gap=-0.003939; mean_call_gap=0.066667) | full/auto: do_not_select_depth_by_validation (match_rate=0.000; mean_selection_gap=0.014485; depth_effect_pair=8_vs5; depth_effect_ci=[-0.019894,0.008454]) | full/ridge: do_not_select_depth_by_validation (match_rate=0.000; mean_selection_gap=0.009268; depth_effect_pair=8_vs5; depth_effect_ci=[-0.008071,0.010826])"
