dataset,feature_set,policy_model,semantic_depth,baseline_semantic_depth,n_runs,validation_reward_delta_across_seed_mean,validation_reward_delta_across_seed_std,validation_reward_delta_ci_low,validation_reward_delta_ci_high,validation_reward_delta_win_rate,selective_reward_delta_across_seed_mean,selective_reward_delta_across_seed_std,selective_reward_delta_ci_low,selective_reward_delta_ci_high,selective_reward_delta_win_rate,selective_recall_at_5_delta_across_seed_mean,selective_recall_at_5_delta_across_seed_std,selective_recall_at_5_delta_ci_low,selective_recall_at_5_delta_ci_high,selective_retrieval_calls_delta_across_seed_mean,selective_retrieval_calls_delta_across_seed_std,selective_retrieval_calls_delta_ci_low,selective_retrieval_calls_delta_ci_high
nfcorpus_repeated_semantic_depth,full,auto,8,5,3,-0.0016563469700000002,0.005889940326249149,-0.007486691087,0.00356735263,0.6666666666666666,-0.005950274420666667,0.014803288351981369,-0.019893583532,0.008454170838,0.3333333333333333,-0.006283607754333333,0.008786308821521744,-0.014715805755,0.002143059726,-0.06666666666666667,0.05443310539504565,-0.118888888889,-0.014444444445
nfcorpus_repeated_semantic_depth,full,ridge,8,5,3,-0.0014698667833333335,0.0070778141720761745,-0.008044485448,0.005464427861,0.3333333333333333,0.0017206526403333335,0.009945570360388694,-0.008070838562,0.010826263105,0.6666666666666666,-0.0007237918043333334,0.006122977734897256,-0.006720838562,0.00408181866,0.06666666666666667,0.05443310539504565,0.014444444445,0.118888888889
nfcorpus_repeated_semantic_depth,no_semantic,auto,8,5,3,0.0011693121693333334,0.0008298954870367666,0.000361111111,0.001803439153,0.6666666666666666,-0.0003003003003333333,0.0004246887575161137,-0.000705705706,0.0,0.0,-0.0003003003003333333,0.0004246887575161137,-0.000705705706,0.0,0.0,0.0,0.0,0.0
nfcorpus_repeated_semantic_depth,no_semantic,ridge,8,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
