step,chosen_action,reward,oracle_reward,regret
111,bm25_keep,0.0,0.0,0.0
112,hybrid_keep,0.2477777777777778,0.3611111111111111,0.11333333333333331
113,hybrid_keyword,0.544074074074074,0.5925925925925926,0.048518518518518516
114,hybrid_keyword,0.11545454545454545,0.2121212121212121,0.09666666666666665
115,hybrid_keep,0.24439024390243905,0.524390243902439,0.28
116,hybrid_keep,0.22,0.375,0.155
117,dense_keyword,0.0,0.5666666666666667,0.5666666666666667
118,hybrid_keep,0.4816279069767442,0.5232558139534884,0.04162790697674423
119,hybrid_keep,0.4902020202020202,0.5202020202020202,0.030000000000000027
120,hybrid_keep,0.50125,0.5416666666666666,0.040416666666666656
121,hybrid_keyword,0.30000000000000004,0.6,0.29999999999999993
122,dense_keep,0.23809523809523808,0.23809523809523808,0.0
123,bm25_keep,0.0,0.0,0.0
124,bm25_keyword,0.45,0.45,0.0
125,hybrid_keyword,-0.03,0.27702702702702703,0.307027027027027
126,hybrid_keep,0.5667741935483871,0.5667741935483871,0.0
127,hybrid_keyword,0.543170731707317,0.573170731707317,0.030000000000000027
128,bm25_keep,0.9,0.9,0.0
129,hybrid_keep,0.8033333333333332,0.8333333333333333,0.030000000000000027
130,bm25_keep,1.1666666666666665,1.5,0.3333333333333335
131,dense_keyword,0.0,0.0,0.0
132,dense_keep,0.7,0.7,0.0
133,bm25_keep,0.0,0.0,0.0
134,dense_keep,0.0,0.0,0.0
135,bm25_keep,0.3467741935483871,0.6612903225806451,0.314516129032258
136,hybrid_keep,0.5734482758620689,0.6379310344827587,0.06448275862068975
137,hybrid_keep,-0.03,0.2536231884057971,0.28362318840579714
138,hybrid_keep,0.5212820512820513,0.5256410256410257,0.004358974358974366
139,hybrid_keep,-0.03,0.0,0.03
140,bm25_keep,0.5285714285714286,0.5285714285714286,0.0
141,dense_keyword,0.6428571428571428,0.6428571428571428,0.0
142,hybrid_keep,0.5288235294117647,0.5588235294117647,0.030000000000000027
143,bm25_keyword,0.5384615384615384,0.5384615384615384,0.0
144,hybrid_keep,-0.03,0.0,0.03
145,bm25_keyword,0.0,0.6,0.6
146,hybrid_keep,0.5811111111111111,0.6111111111111112,0.030000000000000027
147,dense_keep,0.0,1.125,1.125
148,bm25_keep,0.75,0.75,0.0
149,dense_keyword,0.625,0.625,0.0
150,hybrid_keep,0.5533333333333332,0.8333333333333333,0.28
151,hybrid_keep,0.62625,0.65625,0.030000000000000027
152,dense_keyword,1.5,1.5,0.0
153,bm25_keyword,0.5148148148148148,0.5148148148148148,0.0
154,dense_keyword,0.0,0.0,0.0
155,bm25_keyword,0.54,0.5533333333333333,0.013333333333333308
156,dense_keyword,0.0,0.0,0.0
157,bm25_keyword,0.375,0.375,0.0
158,bm25_keyword,0.0,0.0,0.0
159,hybrid_keep,0.6623076923076923,0.6923076923076923,0.030000000000000027
160,dense_keyword,0.0,0.0,0.0
161,dense_keyword,0.29081632653061223,0.5408163265306123,0.25000000000000006
162,hybrid_keep,0.2544827586206897,0.5344827586206896,0.2799999999999999
163,hybrid_keep,0.1821212121212121,0.29545454545454547,0.11333333333333337
164,bm25_keep,0.7307692307692308,0.7307692307692308,0.0
165,dense_keyword,0.18055555555555555,0.2777777777777778,0.09722222222222224
166,bm25_keep,0.0,0.0,0.0
167,bm25_keyword,0.21929824561403508,0.5526315789473684,0.33333333333333326
168,bm25_keep,0.39285714285714285,0.39285714285714285,0.0
169,bm25_keyword,0.0,0.0,0.0
170,bm25_keyword,0.0,0.18840579710144928,0.18840579710144928
171,hybrid_keyword,-0.03,0.0,0.03
172,hybrid_keep,0.25921568627450975,0.5392156862745098,0.28
173,dense_keyword,0.5746268656716418,0.5746268656716418,0.0
174,dense_keep,0.3333333333333333,0.3333333333333333,0.0
175,hybrid_keep,-0.03,0.14,0.17
176,hybrid_keep,-0.03,0.0,0.03
177,hybrid_keep,0.5050877192982456,0.5526315789473684,0.04754385964912278
178,dense_keyword,0.0,0.0,0.0
179,hybrid_keyword,0.24702702702702703,0.5135135135135135,0.26648648648648643
180,bm25_keep,0.0,0.0,0.0
181,hybrid_keep,0.5630232558139534,0.6162790697674418,0.05325581395348844
182,bm25_keep,0.625,0.625,0.0
183,hybrid_keep,-0.03,0.0,0.03
184,bm25_keep,0.5232558139534884,0.5232558139534884,0.0
185,dense_keep,0.0,0.0,0.0
186,bm25_keyword,0.5434782608695652,0.5434782608695652,0.0
187,dense_keep,0.0,0.0,0.0
188,bm25_keyword,0.0,0.0,0.0
189,bm25_keyword,0.5192307692307693,0.5384615384615384,0.019230769230769162
190,hybrid_keep,0.6238461538461538,0.6538461538461539,0.030000000000000027
191,hybrid_keep,-0.03,0.0,0.03
192,hybrid_keyword,0.5811111111111111,0.6111111111111112,0.030000000000000027
193,dense_keyword,0.0,0.0,0.0
194,hybrid_keep,0.2616666666666666,0.5416666666666666,0.28
195,hybrid_keyword,0.534516129032258,0.564516129032258,0.030000000000000027
196,bm25_keep,0.375,0.625,0.25
197,hybrid_keep,0.49617801047120413,0.5261780104712042,0.030000000000000027
198,hybrid_keyword,0.567560975609756,0.6219512195121951,0.05439024390243907
199,bm25_keep,1.5,1.5,0.0
200,hybrid_keep,0.5208474576271186,0.5677966101694916,0.046949152542372974
201,hybrid_keyword,-0.03,0.13333333333333333,0.16333333333333333
202,hybrid_keep,-0.03,0.0,0.03
203,bm25_keep,0.0,0.0,0.0
204,hybrid_keep,0.7641176470588236,0.7941176470588236,0.030000000000000027
205,bm25_keyword,0.0,0.0,0.0
206,dense_keep,0.56,0.56,0.0
207,hybrid_keep,-0.03,0.0,0.03
208,hybrid_keyword,-0.03,0.0,0.03
209,hybrid_keep,0.6312903225806451,0.6612903225806451,0.030000000000000027
210,hybrid_keep,-0.03,0.0,0.03
211,dense_keep,0.5227272727272727,0.5227272727272727,0.0
212,dense_keyword,0.0,0.0,0.0
213,bm25_keep,0.0,0.0,0.0
214,hybrid_keyword,-0.03,0.0,0.03
215,dense_keep,0.0,0.14347826086956522,0.14347826086956522
216,hybrid_keep,0.6842857142857143,0.7142857142857143,0.030000000000000027
217,dense_keyword,0.6666666666666666,1.0,0.33333333333333337
218,hybrid_keep,0.14982456140350878,0.506578947368421,0.35675438596491227
219,bm25_keyword,0.5555555555555556,0.5555555555555556,0.0
220,dense_keep,0.0,0.0,0.0
221,dense_keyword,0.3214285714285714,0.5714285714285714,0.25
222,bm25_keyword,0.0,0.0,0.0
223,hybrid_keep,0.27555555555555555,0.5555555555555556,0.28
224,hybrid_keep,0.3866666666666666,0.6666666666666666,0.28
225,hybrid_keep,-0.03,0.0,0.03
226,hybrid_keep,1.1366666666666665,1.1666666666666665,0.030000000000000027
227,hybrid_keep,-0.03,0.0,0.03
228,dense_keyword,0.6304347826086957,0.6304347826086957,0.0
229,hybrid_keep,-0.03,0.0,0.03
230,hybrid_keep,-0.03,0.0,0.03
231,bm25_keep,0.6666666666666666,0.6666666666666666,0.0
232,dense_keyword,0.39285714285714285,0.39285714285714285,0.0
233,dense_keyword,0.5576923076923077,0.5576923076923077,0.0
234,bm25_keep,0.625,0.625,0.0
235,bm25_keyword,0.0,0.0,0.0
236,bm25_keyword,0.0,0.0,0.0
237,dense_keyword,0.0,0.0,0.0
238,bm25_keep,1.1666666666666667,1.25,0.08333333333333326
239,bm25_keep,0.546875,0.5625,0.015625
240,bm25_keep,0.0,0.0,0.0
241,bm25_keep,0.0,0.11282051282051282,0.11282051282051282
242,dense_keyword,0.5909090909090909,0.5909090909090909,0.0
243,bm25_keep,0.8333333333333333,0.8333333333333333,0.0
244,bm25_keep,0.625,1.25,0.625
245,dense_keyword,0.0,0.0,0.0
246,bm25_keep,0.225,0.625,0.4
247,dense_keyword,0.5136986301369864,0.5136986301369864,0.0
248,dense_keyword,0.0,0.0,0.0
249,hybrid_keep,0.5306060606060605,0.5606060606060606,0.030000000000000027
250,hybrid_keep,-0.03,0.0,0.03
251,hybrid_keep,-0.03,0.0,0.03
252,dense_keep,0.0,0.0,0.0
253,hybrid_keyword,-0.03,0.0,0.03
254,dense_keep,0.0,0.0,0.0
255,bm25_keep,0.7,0.7,0.0
256,dense_keyword,0.625,0.625,0.0
257,bm25_keep,1.5,1.5,0.0
258,dense_keyword,0.6,0.6,0.0
259,dense_keyword,0.6052631578947368,0.6052631578947368,0.0
260,bm25_keep,0.0,0.0,0.0
261,bm25_keep,0.31666666666666665,0.8333333333333333,0.5166666666666666
262,dense_keyword,0.12325581395348838,0.5232558139534884,0.4
263,dense_keyword,0.0,0.0,0.0
264,bm25_keep,0.17486338797814208,0.17486338797814208,0.0
265,dense_keep,0.5196078431372549,0.5392156862745098,0.019607843137254832
266,bm25_keyword,0.5196078431372549,0.5196078431372549,0.0
267,bm25_keep,1.25,1.5,0.25
268,bm25_keep,0.6724137931034483,0.6724137931034483,0.0
269,hybrid_keep,0.5288235294117647,0.5735294117647058,0.04470588235294115
270,hybrid_keep,0.7776923076923077,0.8846153846153846,0.1069230769230769
271,hybrid_keep,0.6922222222222222,0.7222222222222222,0.030000000000000027
272,dense_keyword,1.125,1.125,0.0
273,hybrid_keep,0.48829268292682926,0.524390243902439,0.03609756097560979
274,hybrid_keyword,0.6079310344827586,0.6379310344827587,0.030000000000000027
275,hybrid_keep,0.5357894736842105,0.5657894736842105,0.030000000000000027
276,hybrid_keep,1.0255555555555556,1.0555555555555556,0.030000000000000027
277,bm25_keep,0.8333333333333333,0.8333333333333333,0.0
278,hybrid_keep,-0.03,0.0,0.03
279,hybrid_keep,-0.03,0.0,0.03
280,hybrid_keep,0.6366666666666666,0.6666666666666666,0.030000000000000027
281,dense_keyword,0.1467391304347826,0.1467391304347826,0.0
282,hybrid_keep,0.6485714285714286,0.6785714285714286,0.030000000000000027
283,dense_keyword,0.5163934426229508,0.5163934426229508,0.0
284,dense_keyword,0.0,0.0,0.0
285,hybrid_keep,-0.03,0.10813008130081302,0.138130081300813
286,bm25_keep,0.0,0.0,0.0
287,hybrid_keep,0.26878048780487807,0.29878048780487804,0.02999999999999997
288,dense_keyword,0.0,0.3333333333333333,0.3333333333333333
289,bm25_keep,0.3214285714285714,0.3214285714285714,0.0
290,hybrid_keep,-0.03,0.0,0.03
291,dense_keyword,0.0,0.225,0.225
292,bm25_keep,0.5638297872340425,0.5851063829787234,0.021276595744680882
293,dense_keyword,0.0,0.0,0.0
294,dense_keep,0.32407407407407407,0.32407407407407407,0.0
295,dense_keep,0.7222222222222222,0.7222222222222222,0.0
296,hybrid_keep,-0.03,0.0,0.03
297,bm25_keyword,0.65625,0.65625,0.0
298,bm25_keep,0.0,0.0,0.0
299,dense_keep,0.0,0.0,0.0
300,dense_keep,0.0,0.0,0.0
301,dense_keep,0.0,0.0,0.0
302,hybrid_keep,0.6238461538461538,0.6238461538461538,0.0
303,hybrid_keep,0.49109704641350205,0.5210970464135021,0.030000000000000027
304,hybrid_keep,0.72,0.75,0.030000000000000027
305,bm25_keep,0.5375,0.5625,0.025000000000000022
306,hybrid_keep,0.5317283950617284,0.5617283950617284,0.030000000000000027
307,bm25_keep,0.55,0.55,0.0
308,dense_keyword,0.0,0.0,0.0
309,hybrid_keep,-0.03,0.0,0.03
310,dense_keep,0.0,0.0,0.0
311,bm25_keep,1.5,1.5,0.0
312,dense_keyword,0.0,0.0,0.0
313,bm25_keyword,0.8333333333333333,0.8333333333333333,0.0
314,bm25_keep,0.375,0.375,0.0
315,hybrid_keyword,0.1821212121212121,0.29545454545454547,0.11333333333333337
316,hybrid_keyword,0.3866666666666666,0.41666666666666663,0.030000000000000027
317,dense_keep,0.375,0.375,0.0
318,dense_keep,0.19791666666666666,0.5625,0.36458333333333337
319,bm25_keep,0.5555555555555556,0.6666666666666666,0.11111111111111105
320,hybrid_keyword,0.8033333333333332,0.8333333333333333,0.030000000000000027
321,bm25_keep,0.625,0.625,0.0
322,hybrid_keep,0.5208474576271186,0.5508474576271186,0.030000000000000027
323,hybrid_keyword,0.2429885057471264,0.28448275862068967,0.04149425287356326
324,bm25_keep,0.2159090909090909,0.7727272727272727,0.5568181818181818
325,hybrid_keep,-0.03,0.0,0.03
326,bm25_keep,0.7083333333333334,0.7083333333333334,0.0
327,hybrid_keep,-0.03,0.0,0.03
328,dense_keep,0.0,0.0,0.0
329,bm25_keep,0.7,0.7,0.0
330,bm25_keep,1.0,1.0,0.0
331,dense_keyword,0.22727272727272727,0.34090909090909094,0.11363636363636367
332,bm25_keep,1.5,1.5,0.0
333,bm25_keep,0.0,0.0,0.0
334,bm25_keep,0.6,0.625,0.025000000000000022
335,bm25_keep,0.0,0.0,0.0
336,bm25_keep,0.5882352941176471,0.5882352941176471,0.0
337,dense_keyword,0.8333333333333333,0.8333333333333333,0.0
338,dense_keep,0.5769230769230769,0.5769230769230769,0.0
339,bm25_keep,0.0,0.2647058823529412,0.2647058823529412
340,dense_keep,0.203030303030303,0.30454545454545456,0.10151515151515156
341,hybrid_keep,0.6366666666666666,0.6666666666666666,0.030000000000000027
342,bm25_keep,0.0,0.0,0.0
343,hybrid_keyword,0.9144444444444444,0.9444444444444444,0.030000000000000027
344,bm25_keep,0.0,0.0,0.0
345,bm25_keyword,1.5,1.5,0.0
346,bm25_keyword,1.1666666666666667,1.1666666666666667,0.0
347,hybrid_keep,-0.03,0.0,0.03
348,bm25_keyword,0.5444444444444444,0.5444444444444444,0.0
349,bm25_keyword,0.0,0.0,0.0
350,bm25_keyword,0.2916666666666667,0.5277777777777778,0.2361111111111111
351,bm25_keyword,0.625,0.625,0.0
352,bm25_keyword,0.0,0.0,0.0
353,bm25_keyword,0.5344827586206896,0.5344827586206896,0.0
354,hybrid_keyword,0.5125531914893616,0.5638297872340425,0.05127659574468091
355,bm25_keyword,0.0,0.0,0.0
356,dense_keyword,0.5555555555555556,0.5555555555555556,0.0
357,hybrid_keep,0.5016455696202531,0.5316455696202531,0.030000000000000027
358,dense_keep,1.0,1.22,0.21999999999999997
359,dense_keep,0.0,0.1989247311827957,0.1989247311827957
360,dense_keyword,0.0,0.0,0.0
361,bm25_keep,0.6025641025641025,0.6025641025641025,0.0
362,bm25_keyword,0.0,0.6428571428571428,0.6428571428571428
363,bm25_keyword,0.0,0.0,0.0
364,dense_keep,0.3269230769230769,0.3269230769230769,0.0
365,dense_keyword,0.7,0.7,0.0
366,bm25_keep,0.6020408163265306,0.6020408163265306,0.0
367,bm25_keyword,0.5476190476190477,0.6128571428571428,0.0652380952380951
368,bm25_keep,0.4318181818181818,0.4318181818181818,0.0
369,hybrid_keyword,0.6699999999999999,0.7,0.030000000000000027
370,dense_keep,0.625,0.625,0.0
371,dense_keyword,0.0,0.0,0.0
372,bm25_keep,0.0,0.0,0.0
373,dense_keep,0.21929824561403508,0.23026315789473684,0.01096491228070176
374,dense_keep,0.0,0.0,0.0
375,hybrid_keep,0.5255555555555556,0.5555555555555556,0.030000000000000027
376,dense_keep,0.0,0.0,0.0
377,hybrid_keyword,0.595,0.75,0.15500000000000003
378,dense_keyword,0.5714285714285714,0.5714285714285714,0.0
379,dense_keyword,1.0,1.0,0.0
380,dense_keyword,0.0,0.0,0.0
381,hybrid_keyword,0.2825,0.5625,0.28
382,hybrid_keep,0.5255555555555556,0.6111111111111112,0.0855555555555556
383,dense_keyword,0.0,0.0,0.0
384,hybrid_keep,0.4806951871657754,0.5106951871657754,0.030000000000000027
385,hybrid_keyword,-0.03,0.0,0.03
386,bm25_keep,0.65625,0.65625,0.0
387,bm25_keyword,0.5606060606060606,0.5757575757575758,0.015151515151515249
388,bm25_keep,0.20833333333333331,0.20833333333333331,0.0
389,bm25_keyword,1.5,1.5,0.0
390,bm25_keyword,0.0,0.7,0.7
391,hybrid_keep,0.5288235294117647,0.5588235294117647,0.030000000000000027
392,hybrid_keyword,-0.03,0.1488095238095238,0.1788095238095238
393,hybrid_keep,0.09380952380952381,0.21428571428571427,0.12047619047619046
394,bm25_keyword,0.5,0.5,0.0
395,hybrid_keep,0.5271428571428571,0.6142857142857143,0.08714285714285719
396,bm25_keyword,0.3333333333333333,0.3333333333333333,0.0
397,hybrid_keyword,-0.03,0.0,0.03
398,hybrid_keep,0.49127659574468086,0.5212765957446809,0.030000000000000027
399,bm25_keyword,0.5444444444444444,0.5444444444444444,0.0
400,bm25_keep,0.17982456140350878,0.5263157894736842,0.3464912280701754
401,hybrid_keep,-0.03,0.0,0.03
402,dense_keep,0.0,0.19696969696969696,0.19696969696969696
403,bm25_keyword,0.0,0.0,0.0
404,bm25_keep,0.0,0.0,0.0
405,hybrid_keep,0.5176190476190476,0.5634920634920635,0.04587301587301584
406,dense_keep,0.625,0.625,0.0
407,dense_keep,0.6764705882352942,0.6764705882352942,0.0
408,bm25_keyword,0.6428571428571428,0.6428571428571428,0.0
409,hybrid_keep,0.7776923076923077,0.8076923076923077,0.030000000000000027
410,hybrid_keep,0.22,0.375,0.155
411,dense_keep,0.5714285714285714,0.5714285714285714,0.0
412,bm25_keyword,0.5952380952380952,0.5952380952380952,0.0
413,hybrid_keyword,0.5734482758620689,0.603448275862069,0.030000000000000027
414,hybrid_keep,-0.03,0.0,0.03
415,bm25_keep,0.5675675675675675,0.5675675675675675,0.0
416,dense_keep,0.225,0.35,0.12499999999999997
417,bm25_keep,0.0,0.0,0.0
418,dense_keyword,0.5697674418604651,0.5697674418604651,0.0
419,hybrid_keep,-0.03,0.0,0.03
420,dense_keep,0.75,0.75,0.0
421,bm25_keyword,0.0,0.0,0.0
422,hybrid_keep,-0.03,0.0,0.03
423,hybrid_keep,0.3109090909090909,0.34090909090909094,0.030000000000000027
424,hybrid_keyword,0.5063636363636363,0.5363636363636364,0.030000000000000027
425,hybrid_keep,0.24127659574468083,0.2712765957446808,0.03
426,dense_keyword,0.55,0.55,0.0
427,bm25_keep,0.4,0.65,0.25
428,dense_keyword,0.0,0.0,0.0
429,dense_keyword,0.5053333333333333,0.5053333333333333,0.0
430,dense_keyword,0.0,0.0,0.0
431,dense_keep,0.2949438202247191,0.5337078651685393,0.2387640449438202
432,dense_keep,0.0,0.0,0.0
433,bm25_keyword,0.5129032258064516,0.532258064516129,0.019354838709677358
434,bm25_keyword,0.0,0.0,0.0
435,bm25_keyword,0.0,0.0,0.0
436,bm25_keep,0.5851063829787234,0.5851063829787234,0.0
437,hybrid_keep,-0.03,0.0,0.03
438,dense_keep,0.0,0.0,0.0
439,dense_keyword,0.75,0.75,0.0
440,bm25_keep,1.125,1.25,0.125
441,dense_keyword,0.625,0.75,0.125
442,dense_keep,0.0,0.0,0.0
443,bm25_keep,0.17261904761904762,0.17261904761904762,0.0
444,bm25_keyword,0.0,0.2675438596491228,0.2675438596491228
445,dense_keyword,0.0,0.0,0.0
446,dense_keyword,0.0,0.0,0.0
447,hybrid_keep,0.5366666666666666,0.6333333333333333,0.09666666666666668
448,bm25_keep,0.5576923076923077,0.5961538461538461,0.038461538461538436
449,bm25_keep,0.0,0.0,0.0
450,hybrid_keep,0.2353846153846154,0.5153846153846153,0.2799999999999999
451,bm25_keyword,0.0,0.0,0.0
452,bm25_keyword,0.0,0.0,0.0
453,hybrid_keyword,0.49985074626865666,0.5298507462686567,0.030000000000000027
454,hybrid_keyword,0.25030303030303025,0.5303030303030303,0.28
455,bm25_keep,1.5,1.5,0.0
456,hybrid_keep,-0.03,0.0,0.03
457,dense_keyword,0.0,0.0,0.0
458,bm25_keyword,0.0,0.0,0.0
459,bm25_keep,0.0,0.0,0.0
460,hybrid_keyword,-0.03,0.0,0.03
461,hybrid_keep,0.10166666666666666,0.25666666666666665,0.155
462,hybrid_keep,0.2381818181818182,0.2681818181818182,0.03
463,bm25_keep,0.5476190476190477,0.5476190476190477,0.0
464,dense_keyword,0.18840579710144928,0.18840579710144928,0.0
465,hybrid_keep,0.5271428571428571,0.5714285714285714,0.04428571428571426
466,dense_keyword,0.6,0.6,0.0
467,dense_keyword,0.0,0.0,0.0
468,hybrid_keep,-0.03,0.0,0.03
469,bm25_keyword,0.0,0.0,0.0
470,dense_keyword,0.0,0.2121212121212121,0.2121212121212121
471,hybrid_keyword,-0.03,0.14772727272727273,0.17772727272727273
472,hybrid_keyword,0.5499999999999999,0.58,0.030000000000000027
473,hybrid_keyword,-0.03,0.0,0.03
474,hybrid_keep,0.23587301587301587,0.5317460317460317,0.29587301587301584
475,hybrid_keyword,0.5489473684210526,0.6052631578947368,0.05631578947368421
476,bm25_keep,0.0,0.5666666666666667,0.5666666666666667
477,bm25_keep,0.6111111111111112,0.6111111111111112,0.0
478,dense_keep,0.0,0.0,0.0
479,dense_keyword,0.0,0.0,0.0
480,hybrid_keep,0.6312903225806451,0.6612903225806451,0.030000000000000027
481,hybrid_keep,0.97,1.0,0.030000000000000027
482,hybrid_keep,-0.03,0.0,0.03
483,hybrid_keyword,0.31999999999999995,0.7,0.38
484,hybrid_keyword,0.845,1.0,0.15500000000000003
485,hybrid_keyword,0.5484313725490195,0.5784313725490196,0.030000000000000027
486,hybrid_keyword,0.72,0.75,0.030000000000000027
487,hybrid_keyword,0.2422222222222222,0.5222222222222223,0.28
488,hybrid_keyword,-0.03,0.0,0.03
489,hybrid_keep,0.48449275362318833,0.5144927536231884,0.030000000000000027
490,bm25_keyword,0.18,0.18,0.0
491,hybrid_keyword,0.845,0.845,0.0
492,bm25_keep,1.5,1.5,0.0
493,bm25_keep,0.5882352941176471,0.5882352941176471,0.0
494,hybrid_keyword,0.24325581395348836,0.5232558139534884,0.28
