dataset,n_runs,n_unique_validation_selected,validation_selected_modal_config,validation_selected_modal_count,validation_selected_modal_share,n_unique_heldout_best,heldout_best_modal_config,heldout_best_modal_count,heldout_best_modal_share,validation_matches_heldout_rate,selection_reward_gap_mean,selection_reward_gap_std,heldout_rank_mean,validation_heldout_spearman_mean,top1_overlap_mean,top2_overlap_mean,top3_overlap_mean,validation_selected_gap_vs_best_fixed_mean,validation_selected_validation_gap_vs_best_fixed_mean,validation_selected_beats_best_fixed_rate,validation_selected_call_gap_vs_best_fixed_mean,validation_selected_dominated_by_best_fixed_rate,heldout_best_gap_vs_best_fixed_mean,heldout_best_beats_best_fixed_rate,heldout_best_call_gap_vs_best_fixed_mean,heldout_best_dominated_by_best_fixed_rate,guardrail_fallback_to_best_fixed_rate,guardrail_reward_delta_vs_validation_selected_mean,guardrail_call_delta_vs_validation_selected_mean
nfcorpus_repeated_selection,3,2,depth=3/full/ridge/ridge_l2=1.0,2,0.6666666666666666,2,depth=3/full/ridge/ridge_l2=1.0,2,0.6666666666666666,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
