dataset,n_configurations,validation_selected_config,validation_selected_validation_reward,validation_selected_reward,validation_selected_calls,heldout_best_config,heldout_best_validation_reward,heldout_best_reward,heldout_best_calls,selection_reward_gap,heldout_rank_of_validation_selected,validation_heldout_spearman,validation_top2_margin,heldout_top2_margin,top1_validation_heldout_overlap,top2_validation_heldout_overlap,top3_validation_heldout_overlap,validation_selected_reward_gap_vs_best_fixed,heldout_best_reward_gap_vs_best_fixed,best_fixed_reward,oracle_reward
nfcorpus_semantic_depth_sweep_smoke,4,depth=5/full/ridge/ridge_l2=1.0,0.4518321513002364,0.3037683823529412,1.0,depth=5/full/ridge/ridge_l2=1.0,0.4518321513002364,0.3037683823529412,1.0,0.0,1,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3037683823529412,0.3086703431372549
