dataset,feature_set,policy_model,auto_candidate_models,retrieval_contrast_features,semantic_depth,selected_policy_model,train_size,test_size,feature_width,validation_reward,best_fixed_validation_reward,validation_reward_gap_vs_best_fixed,selective_reward,best_fixed_reward,oracle_reward,selective_recall_at_5,best_fixed_recall_at_5,best_fixed_retrieval_calls,selective_retrieval_calls
nfcorpus,full,ridge,,False,5,ridge_l2=1.0,30,30,60,0.6472327640433323,0.659092174902743,-0.011859410859,0.5698368693633918,0.5927945413210638,0.655788173991167,0.2036146471411696,0.21223898576550823,1.0,1.0333333333333334
nfcorpus,full,auto,"knn,ridge,extra_trees,random_forest",False,5,ridge_l2=1.0,30,30,60,0.6472327640433323,0.659092174902743,-0.011859410859,0.5698368693633918,0.5927945413210638,0.655788173991167,0.2036146471411696,0.21223898576550823,1.0,1.0333333333333334
nfcorpus,no_semantic,ridge,,False,5,ridge_l2=1.0,30,30,60,0.6582653350759032,0.659092174902743,-0.000826839827,0.5735538005803229,0.5927945413210638,0.655788173991167,0.1989982450247675,0.21223898576550823,1.0,1.0333333333333334
nfcorpus,no_semantic,auto,"knn,ridge,extra_trees,random_forest",False,5,ridge_l2=1.0,30,30,60,0.6582653350759032,0.659092174902743,-0.000826839827,0.5735538005803229,0.5927945413210638,0.655788173991167,0.1989982450247675,0.21223898576550823,1.0,1.0333333333333334
