dataset,feature_set,policy_model,auto_candidate_models,selected_policy_model,train_size,test_size,feature_width,validation_reward,selective_reward,best_fixed_reward,oracle_reward,selective_recall_at_5,best_fixed_recall_at_5,selective_retrieval_calls
nfcorpus,full,ridge,,ridge_l2=1.0,20,20,56,0.6456190223981443,0.5935583579853014,0.6277250246519682,0.6374472468741905,0.2007250246519683,0.21939169131863495,1.1
nfcorpus,full,auto,"knn,ridge,extra_trees,random_forest",extra_trees,20,20,56,0.6576190223981443,0.6178916913186349,0.6277250246519682,0.6374472468741905,0.21105835798530165,0.21939169131863495,1.05
nfcorpus,semantic_zscore,ridge,,ridge_l2=1.0,20,20,56,0.5509651762442982,0.6015720191874874,0.6277250246519682,0.6374472468741905,0.21023868585415412,0.21939169131863495,1.15
nfcorpus,semantic_zscore,auto,"knn,ridge,extra_trees,random_forest",extra_trees,20,20,56,0.6576190223981443,0.6178916913186349,0.6277250246519682,0.6374472468741905,0.21105835798530165,0.21939169131863495,1.05
nfcorpus,no_semantic,ridge,,ridge_l2=1.0,20,20,56,0.644336971116093,0.6193916913186348,0.6277250246519682,0.6374472468741905,0.21105835798530165,0.21939169131863495,1.0
nfcorpus,no_semantic,auto,"knn,ridge,extra_trees,random_forest",extra_trees,20,20,56,0.6591190223981443,0.6193916913186348,0.6277250246519682,0.6374472468741905,0.21105835798530165,0.21939169131863495,1.0
