method,recall_at_5,mrr,ndcg_at_5,reward,rewrite_cost,retrieval_calls
Selective bandit,0.8125,0.8800416666666666,0.7659337459259611,1.2441708333333332,0.008350000000000002,1.035
No keep action,0.82875,0.8802500000000001,0.7777400281701268,1.258425,0.01045,1.04
No cost penalty,0.805,0.8800833333333332,0.7617092797163832,1.2060916666666666,0.038950000000000005,1.1875
Retrieval-only reward,0.80375,0.8753333333333333,0.7583365820409012,1.2125166666666667,0.028900000000000002,1.1525
