dataset,feature_set,train_size,test_size,selected_policy_model,selective_reward,best_fixed_reward,oracle_reward,selective_recall_at_5,best_fixed_recall_at_5,selective_retrieval_calls
nfcorpus,full,300,150,ridge_l2=1.0,0.3860046543203895,0.33995700627640113,0.43865408764094543,0.12956020987594508,0.10751256183195665,1.0
nfcorpus,no_query,300,150,ridge_l2=1.0,0.3894992517026947,0.33995700627640113,0.43865408764094543,0.13138814059158357,0.10751256183195665,1.0
nfcorpus,no_retrieval,300,150,ridge_l2=1.0,0.3765536161126466,0.33995700627640113,0.43865408764094543,0.11960917166820219,0.10751256183195665,1.0
nfcorpus,no_wh,300,150,ridge_l2=1.0,0.39175176918107923,0.33995700627640113,0.43865408764094543,0.13186288029219032,0.10751256183195665,1.0
nfcorpus,retrieval_only,300,150,ridge_l2=1.0,0.3894992517026947,0.33995700627640113,0.43865408764094543,0.13138814059158357,0.10751256183195665,1.0
