dataset,n_configurations,validation_selected_config,validation_selected_validation_reward,validation_selected_reward,validation_selected_calls,heldout_best_config,heldout_best_validation_reward,heldout_best_reward,heldout_best_calls,selection_reward_gap,heldout_rank_of_validation_selected,validation_heldout_spearman,validation_top2_margin,heldout_top2_margin,top1_validation_heldout_overlap,top2_validation_heldout_overlap,top3_validation_heldout_overlap,validation_selected_reward_gap_vs_best_fixed,heldout_best_reward_gap_vs_best_fixed,best_fixed_reward,oracle_reward
nfcorpus_vertex_semantic_depth_sweep,8,depth=5/no_semantic/auto/extra_trees,0.6591190223981443,0.6193916913186348,1.0,depth=5/no_semantic/auto/extra_trees,0.6591190223981443,0.6193916913186348,1.0,0.0,1,0.11624763874381927,0.0,0.0,1.0,1.0,0.6666666666666666,-0.008333333333,-0.008333333333,0.6277250246519682,0.6374472468741905
