dataset,call_penalty,n_queries,bootstrap_samples,policy_utility_mean,train_best_utility_mean,utility_delta_mean,utility_delta_ci_low,utility_delta_ci_high,policy_calls_mean,train_best_calls_mean,call_delta_mean,call_delta_ci_low,call_delta_ci_high
scifact,0.0,300,1000,1.0882055555555556,1.0567777777777778,0.03142777777777779,0.011104861111111124,0.05415125000000002,1.5033333333333334,2.0,-0.49666666666666665,-0.5533333333333333,-0.44333333333333336
scifact,0.01,300,1000,1.0910722222222224,1.0467777777777776,0.04429444444444446,0.01912069444444446,0.06963722222222224,1.4266666666666667,2.0,-0.5733333333333334,-0.6266666666666667,-0.52
scifact,0.03,300,1000,1.0893777777777778,1.0420277777777778,0.04734999999999999,0.014314583333333322,0.08224708333333333,1.2733333333333334,1.0,0.2733333333333333,0.22333333333333333,0.3234166666666666
scifact,0.06,300,1000,1.0812444444444445,1.0420277777777778,0.03921666666666667,0.008135694444444444,0.0721398611111111,1.0466666666666666,1.0,0.04666666666666667,0.023333333333333334,0.07333333333333333
scifact,0.1,300,1000,1.0746111111111112,1.0420277777777778,0.03258333333333333,0.0015784722222222198,0.06563888888888889,1.0,1.0,0.0,0.0,0.0
scifact,0.2,300,1000,1.0746111111111112,1.0420277777777778,0.03258333333333333,-0.0005006944444444448,0.06822708333333333,1.0,1.0,0.0,0.0,0.0
