dataset,n_runs,n_unique_validation_selected,validation_selected_modal_config,validation_selected_modal_count,validation_selected_modal_share,n_unique_heldout_best,heldout_best_modal_config,heldout_best_modal_count,heldout_best_modal_share,validation_matches_heldout_rate,selection_reward_gap_mean,selection_reward_gap_std,heldout_rank_mean,validation_heldout_spearman_mean,top1_overlap_mean,top2_overlap_mean,top3_overlap_mean,validation_selected_gap_vs_best_fixed_mean,validation_selected_validation_gap_vs_best_fixed_mean,validation_selected_beats_best_fixed_rate,validation_selected_call_gap_vs_best_fixed_mean,validation_selected_dominated_by_best_fixed_rate,heldout_best_gap_vs_best_fixed_mean,heldout_best_beats_best_fixed_rate,heldout_best_call_gap_vs_best_fixed_mean,heldout_best_dominated_by_best_fixed_rate,guardrail_fallback_to_best_fixed_rate,guardrail_reward_delta_vs_validation_selected_mean,guardrail_call_delta_vs_validation_selected_mean
nfcorpus_repeated_selection,3,3,depth=5/full/auto/knn_k=3,1,0.3333333333333333,3,depth=5/full/auto/knn_k=3,1,0.3333333333333333,1.0,0.0,0.0,1.0,0.8666666666666666,1.0,0.8333333333333334,0.8888888888888888,-0.003938509022,-0.0012557871923333335,0.3333333333333333,0.06666666666666667,0.6666666666666666,-0.003938509022,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.006413580247,-0.011111111111
