dataset,feature_set,baseline_feature_set,policy_model,n_pairs,validation_reward_delta_mean,validation_reward_delta_std,validation_reward_win_rate,selective_reward_delta_mean,selective_reward_delta_std,selective_reward_win_rate,selective_recall_at_5_delta_mean,selective_recall_at_5_delta_std,selective_retrieval_calls_delta_mean,selective_retrieval_calls_delta_std
nfcorpus_vertex_repeated_smoke,full,no_semantic,auto,2,0.0061683057205,0.0053316942795,1.0,-0.021578804551000003,0.048078804551,0.5,-0.004995471217999998,0.029995471218,0.15,0.2
nfcorpus_vertex_repeated_smoke,full,no_semantic,ridge,2,-0.0034881034880000004,0.00477015477,0.5,-0.0227876984125,0.0030456349204999993,0.0,-0.0087876984125,0.0015456349204999997,0.05,0.05
nfcorpus_vertex_repeated_smoke,full,no_semantic,__all__,4,0.0013401011162499997,0.006993012935094878,0.75,-0.022183251481750002,0.03407035405823084,0.25,-0.006891584815249999,0.021322614455604266,0.09999999999999999,0.1541103500742244
