dataset,split,bucket_feature,bucket,method,n_queries,recall_at_5,mrr,ndcg_at_5,reward,reward_delta_vs_train_best,reward_delta_vs_heuristic,rewrite_cost,retrieval_calls,oracle_margin,oracle_tie_count
scifact,test,predicted_action_margin,mid,Selective retrieval policy,100,0.8356666666666667,0.7183333333333333,0.7409173270239662,1.1837333333333333,0.042649999999999855,0.03471666666666651,0.0111,1.37,0.0294,6.04
scifact,test,predicted_action_margin,mid,Confidence-gated retrieval policy,100,0.8356666666666667,0.7183333333333333,0.7409173270239662,1.1837333333333333,0.042649999999999855,0.03471666666666651,0.0111,1.37,0.0294,6.04
scifact,test,predicted_action_margin,mid,Oracle retrieval action,100,0.8759999999999999,0.7753333333333333,0.7975035820604099,1.2636666666666667,0.12258333333333327,0.11464999999999992,0.0,1.0,0.0294,6.04
scifact,test,predicted_action_margin,high,Train-best retrieval action,100,0.6325,0.5136666666666667,0.541999559694819,0.8593333333333334,0.0,0.03056666666666663,0.03,2.0,0.032799999999999996,5.4
scifact,test,predicted_action_margin,high,Heuristic retrieval router,100,0.6008333333333333,0.46366666666666667,0.494649469980818,0.8287666666666668,-0.03056666666666663,0.0,0.0039000000000000003,1.13,0.032799999999999996,5.4
scifact,test,predicted_action_margin,high,Selective retrieval policy,100,0.6416666666666666,0.5205,0.5451344213601739,0.8893166666666668,0.029983333333333362,0.06054999999999999,0.0126,1.42,0.032799999999999996,5.4
scifact,test,predicted_action_margin,high,Confidence-gated retrieval policy,100,0.6416666666666666,0.5205,0.5451344213601739,0.8893166666666668,0.029983333333333362,0.06054999999999999,0.0126,1.42,0.032799999999999996,5.4
scifact,test,predicted_action_margin,high,Oracle retrieval action,100,0.73,0.6105,0.6372142625758185,1.03495,0.17561666666666664,0.20618333333333327,0.0003,1.01,0.032799999999999996,5.4
scifact,test,oracle_reward_margin,low,Train-best retrieval action,262,0.796119592875318,0.694910941475827,0.7183743583851943,1.1135750636132316,0.0,-0.00433206106870232,0.030000000000000006,2.0,0.0,6.194656488549619
scifact,test,oracle_reward_margin,low,Heuristic retrieval router,262,0.7729007633587787,0.6923027989821883,0.707427500613994,1.1179071246819339,0.00433206106870232,0.0,0.0011450381679389313,1.0381679389312977,0.0,6.194656488549619
scifact,test,oracle_reward_margin,low,Selective retrieval policy,262,0.7940203562340967,0.7115776081424936,0.7269949898343697,1.1376717557251907,0.024096692111959195,0.019764631043256875,0.01213740458015267,1.4045801526717556,0.0,6.194656488549619
scifact,test,oracle_reward_margin,low,Confidence-gated retrieval policy,262,0.7940203562340967,0.7115776081424936,0.7269949898343697,1.1376717557251907,0.024096692111959195,0.019764631043256875,0.01213740458015267,1.4045801526717556,0.0,6.194656488549619
scifact,test,oracle_reward_margin,low,Oracle retrieval action,262,0.8204198473282442,0.7538804071246819,0.7683243728123982,1.1972455470737915,0.08367048346055994,0.07933842239185762,0.00011450381679389313,1.0038167938931297,0.0,6.194656488549619
scifact,test,oracle_reward_margin,high,Train-best retrieval action,38,0.531578947368421,0.32719298245614037,0.3629992014017678,0.6651754385964911,0.0,0.09864035087719292,0.030000000000000002,2.0,0.2879824561403508,2.473684210526316
