method,recall_at_5,mrr,ndcg_at_5,reward,rewrite_cost,retrieval_calls
Vanilla BM25,0.955,0.9007499999999999,0.9143751641220191,1.4053750000000003,0.0,1.0
BM25 keyword,0.97,0.9339166666666666,0.9430155394336833,1.4369583333333333,0.0,1.0
Dense original,0.99,0.97375,0.9779266266296535,1.476875,0.0,1.0
Dense keyword,0.99,0.97375,0.9779266266296535,1.476875,0.0,1.0
Hybrid original,0.99,0.9608333333333334,0.9682346581878777,1.440416666666667,0.03000000000000001,2.0
Hybrid keyword,0.995,0.9672499999999999,0.9742062418979688,1.448625,0.03000000000000001,2.0
Train-best retrieval action,0.99,0.97375,0.9779266266296535,1.476875,0.0,1.0
Selective retrieval policy,0.99,0.97625,0.979771977861796,1.478125,0.0,1.0
Oracle retrieval action,0.995,0.9804166666666666,0.9841173290939388,1.4852083333333332,0.0,1.0
