dataset,feature_set,policy_model,auto_candidate_models,retrieval_contrast_features,semantic_depth,selected_policy_model,train_size,test_size,feature_width,validation_reward,best_fixed_validation_reward,validation_reward_gap_vs_best_fixed,selective_reward,best_fixed_reward,oracle_reward,selective_recall_at_5,best_fixed_recall_at_5,best_fixed_retrieval_calls,selective_retrieval_calls
nfcorpus,full,ridge,,False,5,ridge_l2=1.0,30,30,60,0.6206061419409985,0.6358839197187763,-0.015277777778,0.6717271644932602,0.6904060077200485,0.7191097114237522,0.2775049422710379,0.284850452164493,1.0,1.1
nfcorpus,full,auto,"knn,ridge,extra_trees,random_forest",False,5,random_forest,30,30,60,0.6281958855307421,0.6358839197187763,-0.007688034188,0.6837918275169395,0.6904060077200485,0.7191097114237522,0.285236271961384,0.284850452164493,1.0,1.2333333333333334
nfcorpus,no_semantic,ridge,,False,5,ridge_l2=1.0,30,30,60,0.6225078513427079,0.6358839197187763,-0.013376068376,0.6894060077200486,0.6904060077200485,0.7191097114237522,0.284850452164493,0.284850452164493,1.0,1.0333333333333334
nfcorpus,no_semantic,auto,"knn,ridge,extra_trees,random_forest",False,5,extra_trees,30,30,60,0.6333625521974088,0.6358839197187763,-0.002521367521,0.6904060077200485,0.6904060077200485,0.7191097114237522,0.284850452164493,0.284850452164493,1.0,1.0
