dataset,n_runs,n_unique_validation_selected,validation_selected_modal_config,validation_selected_modal_count,validation_selected_modal_share,n_unique_heldout_best,heldout_best_modal_config,heldout_best_modal_count,heldout_best_modal_share,validation_matches_heldout_rate,selection_reward_gap_mean,selection_reward_gap_std,heldout_rank_mean,validation_heldout_spearman_mean,top1_overlap_mean,top2_overlap_mean,top3_overlap_mean,validation_selected_gap_vs_best_fixed_mean,heldout_best_gap_vs_best_fixed_mean
nfcorpus_repeated_selection,2,2,full/auto/extra_trees,1,0.5,2,no_query/auto/knn_k=3,1,0.5,0.5,0.0132352941175,0.0132352941175,2.5,0.008248290463863106,0.5,0.5,0.8333333333333333,0.039031862745,0.0522671568625
