dataset,feature_set,policy_model,auto_candidate_models,retrieval_contrast_features,semantic_depth,selected_policy_model,train_size,test_size,feature_width,validation_reward,selective_reward,best_fixed_reward,oracle_reward,selective_recall_at_5,best_fixed_recall_at_5,selective_retrieval_calls
nfcorpus,full,ridge,,False,5,ridge_l2=1.0,4,4,14,0.4518321513002364,0.3037683823529412,0.3037683823529412,0.3086703431372549,0.0537683823529411,0.0537683823529411,1.0
nfcorpus,no_semantic,ridge,,False,5,ridge_l2=1.0,4,4,14,0.4518321513002364,0.3037683823529412,0.3037683823529412,0.3086703431372549,0.0537683823529411,0.0537683823529411,1.0
nfcorpus,full,ridge,,False,8,ridge_l2=1.0,4,4,14,0.4518321513002364,0.3037683823529412,0.3037683823529412,0.3086703431372549,0.0537683823529411,0.0537683823529411,1.0
nfcorpus,no_semantic,ridge,,False,8,ridge_l2=1.0,4,4,14,0.4518321513002364,0.3037683823529412,0.3037683823529412,0.3086703431372549,0.0537683823529411,0.0537683823529411,1.0
